content,lable
아님 애당초 지능이 바닥인거면 적어도 판단하고 그만하겠단 결정도 스스로 할 준 알아야지.,1
문신이 남주해라,1
뭐...,1
머여이게,1
다른별명 올라옴,1
물론 전투씬 아쉽긴 한데..,0
여기 설정은 왜 없앴음 ㅋㅋ,0
투석기가 한발당 수십골드면 그냥 투석기를 쓰는게 낫지않나,0
그냥 기안84 그림체 더보고 싶어서 본다ㅋㅋㅋㅋㅋ 내용은 진짜ㅋㅋㅋㅋ 바키가 더 정상적일듯,0
억까 지리네,1
돈 빌려놓고 안갚고 담보로 건것도 안주고 있는거면;;,0
설정붕괴도 아니고 다른 만화가 되내.,0
작가가 미친거냐 나라가 미친거냐 보면서 역겨운건 또 처음이네,1
그림체가 옛날 반지의 일기 보는 것 같다,1
렉카 웹툰 주제에 웬 휴재,0
근데 리버스 그래비티걸고 중력역행하면 땅에 박혀야되는거아냐?,0
날먹,1
"대부분 작품들이 그 가족을 먼저 신경 쓰고, 걱정하는 게 더 많고, 그런 장면이 없다 하면 대부분 주인공이 고아라는 설정이 많음",1
아니 일단 주인공 성격이 너무 에반데..,0
작가도 자기가 뭘 하고 있는지 모르는것 같고.,0
웹툰에 닉네임 나오면 좋긴 하겠다,0
그만좀 올려라,0
열심히 그렸을 텐데 무슨 상황인지 하나도 이해 안 되는 거보면 연출력 진짜 늘지 않는다...,0
개판이네 이제라도 우렉마지노를 주인공으로 만들고 우렉이 다 죽여버리는 그런 내용으로 가자,0
아 어처구니가 없네,1
글그림 양영순 존나 빡치네,1
내용을 늘려서 왜 한국가는지 등장인물이 누구인지 설명을 해야하는데 갑자기 뜬금없이 한국간다고 하고 4컷만에 끝내니 내용이 붕 떠버림...,0
이만큼 꿀빠셨으면 그만 빠셔도 될거같아요,0
주인공이 말 안해 답답한 면이 있지만 그건 뭐 나중에 이유 풀어지겠고 근데 작가가 어휘력이 개 딸리는듯 그리고 너무 유치함,0
그냥 처음부터 다시 시작하자 이 많은 캐릭터들을 본인들은 감당하고 잇는건지,0
무협물인데 그림체에 역동감이나 활력이 부족한듯,0
정 답답하시다면 그냥 쿠키 안구우시는게 속 편합니다,0
예전에는 잘만 그리더니?,0
지금은아닐지몰라도 세계최강이 막는방법이있다는데 있겠지,1
씹으로 본거야,1
밤의 분노가 끓어오르고 있다,1
이거 도대체 언제까지 신작 스티커 붙여 놓는거에요?,0
여기서 하차합니다..,1
당보 전투신도 한번 보고싶네,0
5 먹기좋은 냄비에 옮겨담고 대파와 넙적당면 올려주고 끓여가며 먹으면 완성!,1
지옥열차이후 그냥 맨날 수련+사기캐랑싸우기 이게다라..,0
지옥열차때와 비교하면 작붕에 인물중심으로만 구도 잡아서 전체적인 그림이 과도한 확대컷으로 바뀌고 보기 힘들어졌는데...,0
요즘 웹툰들 자극적인 내용이 너무 많아요.,0
돚거면 쫓겨나도 할말없지,1
근데 요새는 왜 휴재 이유도 안 밝히냐?,0
그냥 총으로 쏘자 ...ㅅ,1
그냥 역량 부족이라고 느껴지네.,1
이제는 댓글보러 들어옴ㅋㅋㅋㅋㅋㅋㅋ대화도 개 유치하고 농담따먹기나 쳐하고 있고 에휴 최애 웹툰의 몰락을 보네ㅋㅋ,0
거시기를 주차고 싶다.,1
재밌는데 왤케 욕먹지...,1
저새끼 왜 못죽이는건데..,1
너가 별 1개 줄 수 있도록 웹툰을 올렸구나.,0
작가님이 열심히 만든 작품인데..,1
흠 그림체는 그렇다 치고,0
하지만 작가님 잘 해쳐나갈 수 있을거예요.,1
이제 안볼듯,1
고 느껴지는 그런 부분도 꽤 있어요.,0
이목구비가 삐딱한것이,1
매화검법 연출은 뭔 분신술밖에 없냐,0
좋은 작품들은 왜 아직도 베도에 있지.,0
ㄹㅇ 개씹덕느낌나서 못보겠음,1
진짜 제목 개 족같다,0
한림이 딥페이크 더주세요,0
만화지만~ 스토리가 너무 자극적이고 선을 많이 넘는듯ᆢ,0
잘못된거 아니냐?,0
아니 무슨 헤븐즈라이더라고 감탄하다가 갑자기 저러는게 이해가 안되네요.,1
이거 묘하게 웹툰 보면서 사람 벽타게 만드네.....,1
유튜브 보고 웹툰을 보니 목소리가 들려요ㅋㅋㅋ,1
분량짧게할꺼면 그냥 주 1회 연재하시지 이게먼.....,0
삼수부터는 인터넷 강의랑 독서실 비용 일년에 100~200만원만 집에서 지원해준거일수도 있음.,1
구세라 링크 누를때 스미싱인줄..,0
집합,1
"눈만 아프고, 낙서보다 못한 액션씬만 난무하는 신의탑..",0
둥지 55층이라 하지 않았나?,1
작가는 알까?,1
능력보다 버프능력이 더커서 그런게 아닐까요?,0
라크 여기서 말 버렸네,0
왜그런짓을했는지는 생각하지않습니다,1
장군들에게 공성전에서 청야전술 말하는걸 보고 장군과 영주가 오오오 이러는거가 일본 ㅈ세계물에서 유목민보고 이것은 치즈라는것이다 라고하는거랑 다를바가 뭐임?,1
소설충들 다 사망했으면 ㅠㅠ,1
뭔가 인체 비율이 좀 이상한거 같은 느낌인데,0
중력..,1
아마존에서 길을 잃은사람은?,1
물론 마님께서 상황에 대한 설명 추가해주시는건 바라고있긴하지만 지금 웹툰들이 과할정도로 분량이 많은거긴 함..,0
이이이ㅣㅇ ㅜㅜㅜㅜㅜ 당보 ㅠㅠㅠㅠ 살려줘,1
작가 역량부족 ㅋㅋㅋ 골때리네,0
근데 끈기가없음 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
그림은 대체 뭔지도 모르겠고설정은 더더욱 엉망진창,0
이 작품은 흑랑가인으로부터 유래한 유구한 장르의 특이점.,1
그림체가 비슷하다 싶었는ㄷ 전에 '거래' 웹툰이랑 같은 작가네 전작품은 용두사미였던거 같은데 이번엔 기대 걸어봅니다 ㅋㅋㅋ,0
소름,1
연출이나 대사 내용전개가 90년대 만화처럼 촌스럽고 구닥다리 냄새가 남,0
작가이름이 랑또는 아닌데....,1
댓글에 나온 이야기 나는 왜 처음보는거 같지? ㅋㅋㅋㅋ,1
내 상식이 파괴되는 느낌임,1
일단 아직 체리가 어린이집 입소를 내년 가을까지 할 수 없는 상황이라 웹툰에 완전히 몰두하기는 힘드신 상황이라 들었습니다.,1
싸우는 상황에서도 꼬박꼬박 지존!!,1
곧바로 대학이고 뭐고 자동차 정비자격증 준비해서 작은 동네 카센터에서 당시 환갑도 넘은 사수에게 일 배우다 기름쟁이도 대학물 먹어야된다고 후배가 교수로 있다는 전문대를 추천받아 들어갔지요.,1
다 이유가 있어서 그런거겠지?,1
아니 제목에서 내용이 다나오자낰ㅋㅋㅋㅋㅋㅋㅋ,0
그림체는 좋은데..,0
이런 그림체로 순위가 이렇다니...,1
차라리 속도 지키면서 오래 연재 하면 우리가 좋은거 아닌가..,0
머고 이건,1
네이버 미쳤네,1
여기서 하차,1
이럴거면 재밌지 말든가..,1
주인공 캐릭터 만들 줄도 모르냐.,0
왜케 유치한거 같냐...,0
지하철 봉 하나 잡은거 보고 고맙다고 하는거 부터가 현실성이 없고 스토킹해서 강의실 몰래 들어와서 가방은 물론이요 노트하고 펜 하나 없이 그저 강의 구경만 하는 주인공의 지능도 경계선 지능 수준인데다가 강의 도중 강의실에 무단으로 들어가서 강의를 들은걸 들켰을때 대체 여자는 뭘 믿고 그를 쉴드쳐주는건지 모르겠음,0
내용이 너무 sick 하다..,1
진짜...,1
댓글 왤케 다 어색하지,0
얘는?,1
본인들이 작가하든가ㅋㅋㅋ 악플러들은 본인들이 왜 악플러인지 모른다는게 ㄹㅇ 팩트네ㅋㅋㅋ 그래 잘알면 느그들이 시나리오 작가하든지ㅋㅋㅋㅋㅋ,1
좋아.,1
스토리 어떻게 안 되냐.,0
개연성도 이젠 없고 그림체는 머 알아볼수가 없고 머가 먼지 이게 무슨 씬인지 조차도 알수가 없네요...,0
아니씹 스토리가 왜 양판소느낌이 나나햇는데 진짜 바뀐거얐어?,0
각 항 별로 반박해봤으면 좋겠다.,0
더이상 못보겠다 순위권에 왜 안내려감?,0
야스:여기서 어떻게든 처리하고싶은데..2년뒤:넌 내 제일친한친구의 아들이야 ????,1
티니핑 캐치 성공!,1
독고지존 그는 묵언수행중인 전라도 출신의 협객으로 초등학교시절 108명과 홀로 싸워 모두 살해를 한뒤에 경기도로 잠적하여 생활을 하고 있다.,1
왼손잡이를 타박하는게 언제적이야기인지....50년전 이야기를 써놔버렸네,0
저런 사람들 꽤 있음 저 사람들이 멍청하고 공부를 안해서 8수를 하는게 아니라 입시를 핑계 삼아 인생을 회피하는거임,1
내 서울대 동기도 폐급이었는데 작가 학력 컴플렉스 개심한 티가 나노 ㅋㅋㅋㅋㅋ,1
작가 군대도 갔다온게 맞나 의심된다,0
다른사람이 다시 연재해주면 안대나..,0
이게 짧다고?,1
애들도 많이 볼 텐데 너무 무익을 넘어 해로운 내용인것 같아요.,0
이세계물 하도 많은데 이런거 있음,1
8수했는데 5등급 나오는 아들은 웬만한 대치동 엄마들도 차라리 공장이나 들어가라고 닦달할거 같은데 말도 안되는 희망 계속 붇들고 있는게 아니라,0
학벌 크게 의미없어요,1
갑자기 분위기 이니셜D,1
견족이 너무 쓸모가없다,0
덴마 결말은 죄소한 교단과의 싸움으로 끝냈어야지 자기 사상을 넣으시면 어떻합니까?,0
다른건 다들 얘기 많이 했으니까 넘어가는데 해자를 누가 저렇게 파냐고ㅋㅋㅋㅋ,0
굳이 달리려고왔다는데 오토바이까지 걸면서 달려야하는감?,0
현실적으로 말이 안되지 않나..?,1
개꿀잼인디,1
선별인원이랑 게임도 잘해주고 눈도 마주치고 대답도 잘해주는 구스트앙이 어케 자비가 없단거야,1
일주일 기다려서 한 화씩보면 전개도 당연히 느리게 보이고 전에 있던 사소한 디테일이 기억안나서 내용이 안이어지는것처럼 보이지만 정주행하면서 보면 충분히 이해하고 넘어갈 수 있는 전개라고 본다.,0
난 재미만 있구만 댓글 왜그러냐,1
"""우리의 모국어는 침묵입니다""",1
온종일 불만불평이네.,1
세번째:독을 쐈을 때 해독제를먹는다.,1
진짜 이과들이 이걸 뜯어고쳐 줬으면 좋겠다..,0
일주일에 1편만 나올 때는 지루하게 느껴질 수 있겠지만 정주행 하니까 긴장감 있고 탄탄하게 느껴짐.,0
1등,1
진짜 탈코전사가 되어버렸노ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1
스토리 지리노 ㅋㅋ,1
그럼 이때는 과거 한 20-30년전 얘기같네,1
아 제발 좀 그림 좀 쳐 그리지 말고 이럴꺼면 대사만 써줘,0
여자 와꾸는 정실감인데,1
왜 일본작품이 여기 잇나요,0
일진들의 폭력 인증을 유포하는 놈들도 보니까 그 일진들과 다 연결된 놈들임 겉으로는 대중의 비난을 받아 마땅하다면서도 실제로는 그런 영상을 보고 조직원으로 꼬이는 10대들이 생기는 것이고 그게 진짜 목적인 것,1
일주일 내내 기다린 독자들을 진짜 무슨 개호구로 아네ㅋㅋㅋㅋㅋ 어이가 없어서 진짜,1
이제 정말 하차합니다,1
다들 돈내고 보는것도 아닌데 왜이렇게 감놔라 배놔라여맘에 안들면 안보면 되지 뭐가 문제여?,1
"한국에 대한 저 가족의 애착에 대한 빌드업이 단 하나도 없는 상태에요, 너무 급전개에다 솔직히 감정적으로 공감도 거의 안됩니다",0
스작 구하자,1
그저 명장병 ㅋㅋ,1
이거 슬슬 완결 날 때 된거같은데?,0
댓글로 찡찡 대니까,1
정주행으로 보면 이해도 잘 되고 전개가 느리다는 생각도 별로 안 들어요.,1
네 옵빠~,1
분발합시다,0
나처럼 ㅋㅋㅋ 이런 군상극에서 속도감 있는 전개는 매우 어려움,0
쿠키 빨때만 쓰냐?,0
저 엄마도 아닌 니은 진짜 아동학대로 백 번 신고하고 싶다.,1
슈웅..,1
배댓 개멍청하네 ㅋㅋ애초에 주인공 무리의 적은 자하드고 퍼그는 자하드와 대적하는 존재고 밤 자체도 슬레이어 후보인데 뭔 슬레이어들이 착해진다는 헛소릴하냐 ㅋㅋ,1
솔직히 그림체이뻐진거 맘에들어서 덜떨어진 소설묘사에도 중립기어 박는편인 사람들꽤있는데도 언플에 오히려 안티가 늘어난듯ㅋㅋ,0
현실성 너무 없네...,0
나: 나화진이 어떻게 조규철을 보면서 화: 화를 참고 있는것이 매우 진: 진짜 대단하다,1
우렉 마지노 ㅠㅠ 난입하려면 이번화 초반에 하던지.,0
작가님보다는 이렇게 하자고한 네이버의 문제겠죠?..,0
미리보기 별점 높은데 떡상했나요,1
좀만 더 더운곳으로 가자,0
그러니까 작가님은 캐릭터 붕괴 안하는 그것만 신경쓰시면 됨,0
작가분 처음보는데 이번화는 진짜 너무짧고 모가몬지..?,0
음.,1
대화하고 있는데???,1
다 봐줄만하다쳐도 주인공이름이 지존이라 몰입이 안된다.,0
"신의탑만의 독보적인 스토리와 그림체는 어디로 가고,....",0
전투?,1
개불편하네,0
계속 이랗게 화이팅해주세요,1
제 4의벽 깨지 말라고 ㅋㅋㅋㅋ,0
빨간머리 볼때마다 씨익 쪼개고있드만,1
헐..,1
아 댓글들 역겹네..,1
배꼽티가 뭐냐고?,1
유치하구만,1
3부초반은 좀 괜찮았는데 왜 갑자기 ㅋㅋㅋ하....,0
당가주 ..,1
이 주제도 모르는게 왜 재밌게 보던거 돈 받고 망쳐대는거냐 진짜 꽃같네,0
기껏해야 웹툰보면서 뭘그래 따지노??ㅋㅋㅋ,1
줄여질 수 있으리라 생각했던게 그러질 않으니 좋게 볼 수가 없네.,0
이 재밌는걸 벌써보다니......,1
혼세마왕도 이건 감당 못할듯,1
저작권은 이미사라진지 오래야..,1
그냥 다 바뀌신 김에..,0
칵 퇘,1
댓글이 더 불편하네,0
걍 소설이 너무 길게 연재하는게 문제임...,0
역시 이설정 저설정 갖다붙이는 정신없는 전개.,0
욕을 부르고 있는데?,1
덴마 단행본 샀던 내가 어리석었어요,0
계속해서!,1
이 작가는 즁력을 모르는데 확실함,0
작가 진도 빼는 역량이 안된다는데 왜 그래,0
팩트는 덴마보다 댓글수나 조회수가 비교도 못할정도로 떨어졌다는 거고 이게 양영순 작가 인생의 고점이다..,1
나화진도 저렇게 참는데 다준이면 조규철을 바로 죽일라고 할걸?,1
뭔가를 당하면 복수하기,1
그냥 작화가 구대기급같은데...,0
그거는 그렇다쳐도 이름은뭐냐진짜zl존법사도아니고 사람이름이 무슨 지존이여?,0
그림체 토악질나오네,0
ㅎㅎ,1
중력이 아니라 초재생임?,1
그냥 후딱 가주들이랑 자하드 나와서 다 치고박고 싸운담에 완결 짓고 다른작품으로 감 찾아요....,0
zi존?,1
-분량이 엄청나게 많아서 이야기가 질질 끌리지 않으며 한 화에 보스가 한 마리(?),0
그냥 잼있으면 보면 되는거지 이 작품이 한국에서 만든거면 과연 이런 반응이였을까.,1
". 그 숱한 지각과 연중에 가까운 졸속결말보다, 작가의 말에서 제대로 된 사과없이 .",0
명언,1
퀄이 올라가면 분량이 줄어드는건 이해해 줘야되는거 아니냐?,0
만화에 환장하기는 ㅋㅋ돈 내고 보는 너네들이 호9지,1
공성측은 해자를 덮는 부대도 있고 수성측도 화살 주으러 다니는 부대도 있음,1
