content,feedback_label
그레이스와 라헬 생각보다 연관많을지도,1
이게 몆년 된 웹툰임?,1
완결 그냥 내지..,0
체스하러 가는 길도 세월아 네월아,1
마지막 너무 오버하는 느낌이라 오히려 긴장이 안돼 ㅋㅋㅋㅋ빨리 우렉 보고싶다 ㅜㅜ,0
아를렌이 자신의 아들이 죽고 그 육체를 신에게 바쳐 자하드의 목을 찌를거라고 했으니 약속된 자는 적어도 원래 아를렌의 아들은 아닐듯 베댓처럼 밤의 영혼이 원래 약속된게 아니거나 라헬이거나 인긋한데 라헬이라곤 믿고싶지 않다 ㅆ..,1
굳이 쓸데없이 늘어지는것 같네요,0
스피드하게 지나갈곳은 지나가는게 맞을것 같습니다,0
솔직히 대단한스토리를 작화에서 다 말아먹네,0
최고,1
야생에 보스가 나타났다!!!!,1
확실한건 작가피셜 이 웹툰은 주인공이 둘임,1
밤과 라헬 둘 다 주인공,1
잘봤습니다,1
"너무한거 아님, 원래 시작하자마자 필살기 갈기는게 국룰임",1
제일 지적이게 생겼는데싸우는건 터프한쪽에 속하던데,1
아 댓글들 역겹네..,1
지들이 뭐라도 되는것 마냥..,1
초딩들,1
V의아들의 영혼이 라헬이고 밤은 외부신의 개입으로 아들의육체를 취한 무언가인가본데 그래서 어렸을때 기억도 온전하지가 않고,1
1기때 한번 나왔던 애가 등장하는거 좀 신기하네 ㅋㅋㅋ,1
야 새로 그리라고 이새갸,0
밤이 자하드인거 같다,1
자하드와 10가주는 정상에 서고 현타가온다 서로 기억을 다 지우고 자하드는 분신만 남겨두고 밤으로 다시 시작하는거지...,1
라헬이 원래 비선별인원 이였는데 자하드가 뺏은거지 기억을 잃은 자신으로 바꾼거...,1
전체적으로 너무 유치해짐인물 작화보면 한숨만..ㅋㅋㅋ,0
마지노형!,1
형이 왜이렇게 됬는지(인기가 많아졌는지)알아?,1
그렇게 타이밍을 잘 맞춰서 그렇게(인기가 많아진)거야,1
대체 신의탑으로 얼마나 돈벌이 해먹을려고 뜸들이냐 ㅋㅋ,1
관속 들어갈때도 완결 안나오겠누,0
ㅈ,1
두번째 가시 활용하는모습도 없다가 뜬금없이 저걸로 좌표를 바꿔버리네,0
우럭아ㅜㅜ 보고싶었다,1
이할미가 ㅜㅜ,1
떡밥?,1
이라고 물었지만 회수되지않으면 그냥 먹고지나칠뿐..,1
제발 큰그림이길..ㅠ,1
곧 연재 포기하고 튈 작품을 떡밥이니 머니 분석해대는게 개웃기네 ㅋㅋㅋ,1
작가가 작품 포기한지 한참인데,1
월하익송 부유함이 꼭 와드처럼 생겼다.,1
ㅇㅈ?,1
도대체 초록머리들은 무슨 케릭임??,1
AI임??,1
우렉나와도 별 감흥이 없다,1
엔키두가 죽인사람이 트로이메라이 부인인듯,1
아니..,1
오랜만에 보러 들어왔는데 캐릭터 그림체나 채색이나 진짜 많이 달라졌네요..,1
옛날 그 퀄리티 높았던 그림체랑 너무 달라서 당황;;,0
근데 싫으면 그냥 안보면 되잖아.,1
나는 좋은데.,1
도대체 뭐가 문제라서 욕하는거임 ㅋㅋㅋ,1
대체 니들은 뭐 어떤 진행을 바라길래??,1
카아아아아악 퉤에에!!!!!!!,1
쿠롸롸롸 쿠오오오 촤라라락 쿠구구구 원툴만화,1
이젠 그냥 댓글 분위기나 여론이 ㅈ되겠구나 싶으면옛날 캐릭들 팔아서 연명하는 만화가 됐네ㅋㅋㅋㅋ,0
우렉 몸 더 좋아졌네,1
작가님은 좋겠다,1
이렇게 그려도 물고 빨아주는 독자들 많아서,1
신의탑은 끝이다,1
이제 못 봐주겠다,1
있혀졌던 ㅋㅋㅋㅋ 이중피동이라 맞춤법 틀린건데 왜 아무도 모르냐,0
진짜 맞춤법 검사기도 안 돌리는건가 ㅋㅋ,0
신의 탑이 10년이 넘었는데 스토리도 더 속도감 있게 진행시키고 떡밥도 더 빨리 회수해야 독자들이 떠나지 않을 것 같습니다.,0
지옥열차 부터는 스토리가 너무 늘어지는 바람에 점점 의무적으로 보게되었고 지금처럼 스토리가 진행되다간 독자들이 다 떠날 것 같네요.,0
예를들어 대국장으로 이동하는 과정을 이렇게 세세하게 다뤄야될 필요가 있을까 싶네요.,0
네비게이터들의 워프장치 정도만 소개하고 다른 과정은 적절히 스킵하는 것이 좋아보입니다.,0
앞으로 진행될 스토리도 메인 스토리에 불필요한 세부 사건이나 비중 없는 인물들은 스킵하는게 좋을 것 같습니다.,0
캐릭터 간의 밸붕 문제.,0
예를들어 야마는 첫 등장 포스에 비해 전투력이나 비중이나 지금은 그냥 쩌리가 되어있고 왜 계속 나와서 페이지 잡아먹냐는 생각 밖에 안 듭니다.,0
야마 가족 이야기도 지금와서보니 그렇게 길게 보여줄 필요가 있었나싶구요.,0
다른 랭커들도 신의탑 초기엔 랭커나 워낙 넘사벽으로 나왔는데 지금은 지파장들도 병졸 수준으로 보이네요.,1
나락퀴즈쇼 따라한거 아니냐,0
아 진짜 댓글 늙다리련들밖에 없네눈도 침침한데 그냥 웹툰을 보지마,0
니들은,1
캐릭터는 많아,1
근데 아무쓸모없어.,0
그냥 기분에따라 새캐릭터 만들고 의미없는짓만게속반복,0
내가 신의탑에 불만인건 말도 안되는 게임들을 넣는다는 것이다.,0
진행하는 퀘스트중 하나인것같은데 이걸로 몇화씩이나 가져가는 거는 좀 너무하다 생각도 들고 그 속에 우겨넣을 떡밥이 있지도 않다.,0
아니 있다해도 매 순간 게임을 집어넣으면 내가 죽기전에 완결을 볼 수 있을까 싶기도 하고.,1
좋은 만화 재밌는 만화 그리는건 너무 감사한 일이지만 또 되도않는 게임 넣어서 끄는 그런 부분은 내 개인적으로는 불만이다.,0
난 이런 몽환적인 느낌의 신의탑 좋더라,1
오늘 화는 재밌게 잘봤습니다,1
우렉이 쌔나요 가주가 쌔나요?,1
지금 너무 정리가 안되는거 같습니다.,0
세계관 정리가 조금 필요할거같네요.,0
휴재해도 좋으니까 직접 그려주셨으면...,0
너무 큰 바램인가 진짜 그림체 적응이 안됨,0
3부 어디선가부터 전투씬 얼굴안나오게 크게크게 그릴때부터인가?,0
일주일에 한 번씩 보면 안느껴지는데 정주행하니까 너무 티나게 바뀜,0
마치 누가 대신 그려주는것마냥...,1
그냥 제발 2부그림체처럼...,0
차라리 1부도 나은데 1부보다도 못해..,0
엔도르시 몸매진짜 어디 네이버에서 뭐 퍼와서 트레이싱한거마냥 부자연스럽고 아 모르겠음,0
너무 착잡함...,1
진짜 이 작가님도 대단하다 연재한지 이제 거의 14이 되는데 꾸준이 하시는거 보면 진짜...,1
와...,1
내용이 너무 방대하고 새로운 등장인물(인척하는 잠깐나오는 사람)이 많으까,0
일주일에 한편씩 보는 사람에겐 이해가 애매하게 되면서 무슨내용이야 하게 되니깐 전개가 느린거같죠,0
뭐...,1
정주행해보면 한편한편 따지기전에 이미 다봄...,1
작가 미쳤다,1
미쳤다로 끝나는게 정주행이던데😂,1
그림 어시들 통일좀 시켜요,0
한컷한컷 적응이 안돼요,0
나 중딩때 수능끝날때까지만 완결 안나길했는데 10년지났음,1
ㅋㅋ 근데 이제와서 근엄하게 그려도..,1
이미 이미지 박살나서..,1
암만봐도 이번 문제에서 밤한테 (어쩌고저쩌고)재앙마저 몰고올 문을 열고 온 자여 원래는 네가 아니었다 너는 누구냐?,1
랑 초반에 라헬이 탑에 들어왔을때 헤돈이 당신이 아닙니다 라고 선별된게 네가 아니다 라고 라헬한테 말했던거 이 두개만 보면 역시 밤하고 라헬 운명 바뀐거 아닌가,1
라헬이 재앙 그 자체아니냐 ㅋ,1
분량 장난아니네 ㅎㅎㅎ,1
따봉,1
아직도 연제중이였다니 놀랍군~,1
"10년 넘은거 같은데 그 사이 난 취직하고 결혼해서 애까지 낳앗다.,",1
.,1
2부때가 진짜 재밌었는데...,1
게임 나와서 그런가 왤캐 자꾸 게임 퀘스트로나 나올 것 같은 내용이 계속 나오냐,0
오 우렉 등장,1
또밀리아 좀 그만..,0
계속 안나오고 있지만 사실은 라헬이 뒤에서 뭔가 하고있는거 알겠으니까 또밀리아 좀 그만 강조해줘요,0
살다살다 이딴 저질 대사는 첨본다.,1
와 정주행했는제 그림체 완전 달라짐....,1
2부때가 레전드였네....,1
3부초반은 좀 괜찮았는데 왜 갑자기 ㅋㅋㅋ하....,0
제발,1
우렉 ㅅㅂ뭔 거의 원피스의 샹크스급이네 초반에만 나오고 후반등장하는거,1
밤 몸이 언제 저렇게 벌크업헬창됐냐 ㅋㅋㅋㅋ,1
몇몇 안티가 물을 심하게 흐리네..,1
재밌기만한데 좀 적당히들하자,0
신의탑 가장 큰 문제를 하나만 꼽기는 힘들지만...,1
적어도 그놈의 설정이 큰 문제인건 확실하겠죠...,0
미리 쓸데없는 설정들을 공개해버리니까 설정 안찾아보고 웹툰만 보는 사람들은 베댓들이 뭔 소리를 하는건지 알지를 못하고...,0
그래서 신의는 언제 나오는 건가요,1
작가님,1
이래 저래 봤을때 50%이상은 진행된거 같고 독자들 하는 꼬라지 보니깐 적당히 스퍼트 올릴거 같은데 쟤네도 다같이 모여서 휴식 한번 주자 쟤들도 힘들겠다 사람 망가져,0
역시 히로인은 엔도르시가 맞다,1
❤️,1
탑은 멸망한 바깥 세상을 대신해 만들어 놓은 허상의 공간들..,1
"자하드와 십가주는 탑 바깥을 보고 왔으며, 이것이 외부로 세어나갈 경우 ..",1
"큰 혼란과 패닉을 야기하기 때문에 어떠한 수를 써서라도 막으려하는 자들 그리고 선택 된 자들만이 살아가는 탑안의 세상 바깥에서 온 즉, 비선별인원들은 정상 루트없이 바깥에서 탑으로 밀어 넣은 경우..",1
세상은 멸망하였으며 물리적?,1
기계적인 영향으로 만들어놓은 탑...,1
진실의 세계 혹은 가상의 세계일까요..?,1
댓글로 찡찡 대니까,1
우렉마지노 함 보여주는거ㅋㅋ 왜케 위엄없냐,0
우렉 포스 개떨어졌네ㅋㅋㅋ,0
오히려 전투씬없고 간결하게 컷이어가니까 집중이 더잘된느낌이네,0
뒤에 가면 가주랑 또 체스 게임함ㅋㅋㅋㅋㅋ,1
와 우렉형 얼마만인가...,1
스겜 굿,1
존잼인데 별점 왜ㅜㅜ.,1
그냥 처음부터 다시 시작하자 이 많은 캐릭터들을 본인들은 감당하고 잇는건지,0
뭘보긴했는데 진행된건 하나도 없노,0
갈수록 점점 짜증나는건 나뿐인가?,1
계속 결제해서 보던 작품 꽁으로 보니 좋긴한데 재밌어져서 2백원씩 내고 보고싶다,0
근데....,1
액션씬 뿐만 아니라...,1
대체 뭘 그린건지 하나도 모르겠어....,0
욕나온다,1
우렉전투씬이라도 나오는줄 ...,1
우렉 등판한번보는데 몇년걸린거냐...,1
토나옴,1
그림체 2부때로 돌아가주세요.,0
진짜 그리워요 ㅠㅠ 아니면 눈만이라도 2부때라도..,1
지금은 주인공이 넘 매력없게 생겼어ㅠㅠ,0
엔도르시 너무 좋다.,1
편견없이 밤을 있는 그대로 봐주는 것 같아서..,1
어느 순간부터 그림체가 너무 바뀌어서 다른 만화 같네..,0
그림 잘모르는 사람인데도 보기 싫을정도로 그림체가 이상한거 같음 ㅠ,0
근데 이거 siu가 그리는거 맞냐?,1
이젠 본인 그림체가 아예 안보이는데,0
작가가 의도적으로 라헬을 나쁜년으로 몰아가서 의심조차 할수없게 만든거라면 잘끌고온 스토리가 맞을듯.,1
배댓처럼 라헬이 가장 의도에 부합한 인물인건 맞는것같기도함.,1
만약 라헬이 적격자였는데 모종의 사건으로 의도하지않았지만 밤이 저 자격을 가졌다면 라헬입장에선 미치고 팔짝 뛸노릇일거같기도 함.,1
"둘은 같지만 다른 하나의 존재일수도있고, 라헬은 애초에 밤이아니라 자기일거라는 어떤 무언의 확신을 갖고있었던거 같기도하고..",1
애초에 아를렌의 자식은 태어나서 후천적으로 정상적일수 없는 단계의 과정을 거쳐왔으니...,1
재밋구만은 별점 이 9점이 안넘는게 말이되냐~!!!,1
그림 그리는데 얼마나 걸렸을까..ㅋㅋ,1
그래도 오늘은 재밌었는데,1
와 진짜 중딩때고 스물초반되서 왔는데 그림엄청느셨네요 ㄷㄷㄷㄷ,1
시험의층 광신도 ㅋㅋㅋㅋ오랜만이네,1
하 진짜 대사 짜는 놈좀 갈아치워라...,0
에휴...,1
진짜 아니여야 하는데 왠지 3번째 가시 라헬이 가질것 같은 느낌이드네,1
우렉마지노 보면 윤성빈 생각 나지 않냐?,1
극강 피지컬과,1
다른데 가려다가 전개속도 욕 너무먹어서 바로 되돌린건가,0
안볼란다,1
이젠,1
알고보니 라헬이 진 주인공이고 범이 암걸리는 이유가 임포스터여서 그런거 아님?;;,1
시우ㅑ 그냥 밤이 꿈꿨다고치고 동굴에서 살아남기로 가자 너 스토리 ㅈㄴ못짠다,0
진짜,1
이런말 하기 그렇지만 작가님 스토리 감이 떨어진거 같음....,0
그냥 후딱 가주들이랑 자하드 나와서 다 치고박고 싸운담에 완결 짓고 다른작품으로 감 찾아요....,0
등장인물만 맨날 끝없이 나오고 원피스처럼 케릭터를 개성있게 그리는거도 아니고 비슷한 애들인데다 파워인플레이션이 너무 되서 1-2화지나면 쩌리되고 재미가 없음....,0
다음작품 구상이나 하면서 쉬는게 날거 같음....,0
고오오오 쾅 쿠ㅜㅜㅜ 왕ㅇㅇㅇ,1
도대체 왜 캐릭터가 디젤을 입고 있어...,0
아니 걍 그림체좀 다시 돌려놔,0
제발 배경이 이상해졌잖아,0
신의탑 여기 잠들다..,1
케릭터들 얼굴이 막 바뀌는데 뿔도 여기저기 막 이동하고 이정도면 ai로 채워넣는 페이지가 있다고해야하는가 아니냐,0
예전 10가주 이미지는 코즈믹호러같은 느낌이었다면 트로이메라이는 그냥 동네 성질드러운 형같음,1
마지막 보스전에서 확깨네...;;;;,1
근데 저 초록머리 가주 아니엿나?,1
띄엄띄엄 봐서 헷갈리네,1
시우야 다 쓸어버리고 1기 성경베이스로 다시 대사랑 인물구성 짜라 돈 벌면 뭐하니 짜치는 커리언데,0
그가 홓홓좌를 기억해냈어...?!,1
조금 아쉽긴해도 오늘처럼만 꾸준히 나와준다면 완결까지 재밌게 볼 자신있습니다.,1
또 이상한대로 보내서 시간 질질끓었음,0
바로 손절쳤다,1
랭킹은 마지노가 높긴한데 전투력과는 별개로 탑에 영향력이라고 했으니 가주들과 루슬렉 그리고 마지노 전투력은 비슷한걸까..,1
