no,appId,episodeId,userName,content,score,at,M_Label,M_Score
113,183559,468,안녕,그래서 탑을 변화시키는거고 뭔 캐붕,10,2021-08-24 22:37,hate,0.73
114,183559,468,호날두,여기 댓글다 ㅈㄴ기네,7,2021-08-18 01:14,hate,0.86
115,183559,468,구원의 마왕,그리고 슬레이어 버프가 너무 필요함,3,2021-08-14 22:10,clean,0.5
115,183559,468,구원의 마왕,화이트는 지금도 강한데 완전히 하나가 되면 여기서 더 강해진다고 하니 더이상의 버프는 필요없겠고 야마도 충분히 강하니 버프는 필요없고 카라카가 문제임,3,2021-08-14 22:10,offensive,0.53
115,183559,468,구원의 마왕,유리랑 간지나게 싸우던 모습 어디로 감??,3,2021-08-14 22:10,offensive,0.65
115,183559,468,구원의 마왕,3부가 진행되고 카라카는 독자들에게 정을 얻었지만 힘은 잃은 느낌임,3,2021-08-14 22:10,offensive,0.61
115,183559,468,구원의 마왕,카라카 너무 약하게 포장되고 있음,3,2021-08-14 22:10,offensive,0.57
116,183559,468,구원의 마왕,스토리 반복이 문제가 아니라 제일 문제인게 하진성이 칼라반한테 진거임,0,2021-08-14 22:03,offensive,0.69
116,183559,468,구원의 마왕,그때부터 문제가 된거임,0,2021-08-14 22:03,offensive,0.74
116,183559,468,구원의 마왕,하진성을 이긴 칼라반을 밤이 이긴다..?,0,2021-08-14 22:03,offensive,0.52
116,183559,468,구원의 마왕,그럼 밤이 하진성보다 강한건데 솔직히 이건 벨붕이지 하진성이 이때까지 얼마나 강하게 포장되어 왔는데...,0,2021-08-14 22:03,offensive,0.62
116,183559,468,구원의 마왕,그리고 에반켈은 60위나 되면서 이런 찌끄레기들 앞에서 우물쭈물 아무것도 안하고 있고 그런 에반켈과 실력이 비슷한 켈헬람도 아무것도 안하고 있고 또 밤은 대체 그 오랜 시간동안 에반켈 제자로 배운 게 없는지 2부에서 3부 그 기간동안 밤의 성장이 나오지 않고 있단 것과 마스체니가 전력을 다해도 절대 이기지 못한 어린 자하드를 이긴 밤인데 왜 더 약해진 거 같은지...,0,2021-08-14 22:03,offensive,0.66
116,183559,468,구원의 마왕,이게 스토리 반복보다 더 문제임,0,2021-08-14 22:03,offensive,0.51
117,183559,468,구원의 마왕,물타기의 힘은 진짜 대단하구나,-4,2021-08-14 21:53,offensive,0.69
117,183559,468,구원의 마왕,난 딱히 스토리의 반복에 대한 불만은 하나도 없는데 갑자기 사라져버린 나머지 동료들과 밤의 능력을 보여주는 것에 불만이 있음,-4,2021-08-14 21:53,offensive,0.65
117,183559,468,구원의 마왕,2부에서 3부로 넘어오는 동안 엔도르시와 화련은 어떻게 된 것인가..?,-4,2021-08-14 21:53,offensive,0.5
117,183559,468,구원의 마왕,엔도르시는 몰라도 화련은 밤의 길잡이인데 밤을 안따라다니고 어디서 뭘 하고 있는 것인가..?,-4,2021-08-14 21:53,offensive,0.49
117,183559,468,구원의 마왕,어린 자하드가 전력을 다하지 않아도 마스체니 조차 이기진 못한 어린 자하드를 밤과 어린 자하드 모두 전력을 다해서 무려 어린 자하드를 이겼는데 왜 이런 애들한테 밀리고 있는 것인가..?,-4,2021-08-14 21:53,offensive,0.59
117,183559,468,구원의 마왕,대체 에반켈의 제자로 들어가서 새로 배운 능력이 무엇인가..?,-4,2021-08-14 21:53,offensive,0.6
117,183559,468,구원의 마왕,2부에서 3부로 넘어오면서 그 긴 시간동안 에반켈의 제자로 얼마나 더 성장했는 게 궁금한데 그에 대한 이야기는 나오지 않고 있음,-4,2021-08-14 21:53,offensive,0.51
117,183559,468,구원의 마왕,또 하진성이 칼라반한테 밀리는 거부터가 이상함,-4,2021-08-14 21:53,offensive,0.72
117,183559,468,구원의 마왕,밤이 칼라반을 이긴다면 하진성보다 강하다는 건데 그건 너무 벨붕이 아닌가..?,-4,2021-08-14 21:53,offensive,0.68
117,183559,468,구원의 마왕,에반켈이 왜 이런 애들한테 우물쭈물 아무것도 못하고 있는 것인가..?,-4,2021-08-14 21:53,offensive,0.63
118,183559,468,구원의 마왕,어우 와우 이게 물타기의 힘이라는 건가 전화까지만 해도 베댓에 웹툰 관련 좋은 댓글만 있었는데 여긴 난리네,0,2021-08-14 21:42,offensive,0.49
119,183559,468,꽃이뻥,테러범과 협상은 없다.,1,2021-08-12 11:22,hate,0.95
119,183559,468,꽃이뻥,하는말이 저런거임.,1,2021-08-12 11:22,offensive,0.56
119,183559,468,꽃이뻥,따라오면 하나씩 죽인다....,1,2021-08-12 11:22,hate,0.94
119,183559,468,꽃이뻥,근데 어차피 마지막에 가서 우리 은신처를 본놈을 살려둘수없다 하고 어차피 다 죽이게 되어있음.,1,2021-08-12 11:22,hate,0.81
120,183559,468,블리님,아깜작이야 마지막에 비올레인줄,0,2021-08-11 21:20,clean,0.74
121,183559,468,꺄르륵,존나재밌어서3일동안 정주행해서 여기왔는데 확실히 내용좀 빈약해지고 작화구려지고 좀 별로다,-3,2021-08-05 11:00,offensive,0.69
121,183559,468,꺄르륵,싶을즘 댓글이랑 별점터지네,-3,2021-08-05 11:00,offensive,0.54
122,183559,468,몰라귀찮아,재밌기는 한데 글이 너무 많아 필요하지 않은 대사들까지 보고있자니 눈깔아파..,4,2021-08-05 03:01,offensive,0.65
123,183559,468,QCSkyVow,전쟁이 쉽게 일어나는 줄 아는 건가..,-1,2021-08-03 14:12,offensive,0.67
123,183559,468,QCSkyVow,서로 꾸준하게 도발하지만 둘 다 아직 싸울 시기가 아니라고 판단해서 전젱 준비하는 과정인 데 왜 전쟁안하냐고 징징거리거냐..,-1,2021-08-03 14:12,hate,0.74
124,183559,468,후니,난생 본적없는 파도가 갈거같은데,-1,2021-07-27 06:39,offensive,0.61
124,183559,468,후니,진짜??ㅋㅋ,-1,2021-07-27 06:39,offensive,0.6
125,183559,468,쥰,"호아퀸이나 카라카가 우호적이게 된 이유도 결국은 이번 에피소드들어서면서인데 신의탑 특성상 에피소드가 너무 깊고 오래 끌어서 독자들이 보기에 캐붕처럼 느껴지는듯 물론 카라카 화이트가 지금부터 밤 편이 될 가능성이 크긴 한데 애초에 이야기가 밤vs카라카, 밤vs화이트가 아님",4,2021-07-21 03:18,offensive,0.53
125,183559,468,쥰,ㅋㅋㅋㅋㅋ지옥열차가 너무 길어서 독자들이 그렇게 봤을 뿐...ㅠ,4,2021-07-21 03:18,offensive,0.66
125,183559,468,쥰,지금부터는 퍼그가 선이고 자하드가 타개해야할 목표고 악임.,4,2021-07-21 03:18,hate,0.74
125,183559,468,쥰,밤은 혁명의 불꽃인거고...,4,2021-07-21 03:18,offensive,0.56
125,183559,468,쥰,근데 이걸 잘 받아들이게 하려면 작가님도 각각 에피소드에 집중하면서도 계속 전체적인 흐름 거시적인 틀을 자꾸 강조하는게 좋을 것 같긴함,4,2021-07-21 03:18,clean,0.82
126,183559,468,쥰,야마 각성시키려고 견족 다 죽인거 같은딩견적들 살려봤자 커진 스케일 상 도움도 안되는 전력이고(이미 밤 실력측정기로 다 써버림 다음 이야기에 써먹기엔 너무 약함) 차근차근 잘 진행되는거 같은데,4,2021-07-21 03:11,offensive,0.71
126,183559,468,쥰,분위기 왜이렇징,4,2021-07-21 03:11,offensive,0.49
126,183559,468,쥰,솔직히 개인적으로 신의탑 아쉬운 점은 너무 방대한 내용이 동시적으로 일어나고 또 에피소드가 상세히 진행돼서(떡밥은 또 너무 많고) 한 두 번 정주행해도 거시적인 스토리를 파악하기 힘들다는 건데 댓글 보니까 다들 그래서 길을 잃은 듯ㅋㅋㅋㅋ한 열 번은 봐야하나...,4,2021-07-21 03:11,offensive,0.51
127,183559,468,HD,북한이랑 전쟁났을때 일본이 군사지원하면 왜 도와주냐고해라서로 싸우던 주인공들이 공통의 적을 만나면 동맹해야지,8,2021-07-18 16:42,hate,0.95
127,183559,468,HD,자하드가 전쟁일으켜서 밤과 관련된 반란의 뿌리를 뽑을라고 하는데 퍼그 소속인 카라카랑 화이트가 밤 이겨먹으면 스토리가 어떻게 이어지냐,8,2021-07-18 16:42,hate,0.56
127,183559,468,HD,유한성도 에반켈 오지게 따르는데 에반켈도 고대종 힘 일부 받은 주인공이니까 자하드가 멸망시킨 고대종과 일부 연관이 있겠지,8,2021-07-18 16:42,offensive,0.65
127,183559,468,HD,그래서 밤쪽으로 붙은거고 밤의 힘만 키워서 자하드랑 1ㄷ1 맞짱뜨게하면 웹툰 스케일 ㅈㄴ 작아지는데 그걸 바라냐;; 당연히 밤의 성장과 함께 자하드와 대적할 세력도 같이 성장시켜서 세력간 싸움으로 가야 스케일이 더 커져서 재밌지.,8,2021-07-18 16:42,hate,0.81
127,183559,468,HD,일주일 기다려서 한 화씩보면 전개도 당연히 느리게 보이고 전에 있던 사소한 디테일이 기억안나서 내용이 안이어지는것처럼 보이지만 정주행하면서 보면 충분히 이해하고 넘어갈 수 있는 전개라고 본다.,8,2021-07-18 16:42,clean,0.55
127,183559,468,HD,작가님도 사람이니까 중간중간 실수가 있을 수 있지만 염병할 정도의 스토리붕괴는 아닌 것 같음,8,2021-07-18 16:42,offensive,0.67
128,183559,468,oio34099099865,배댓 개멍청하네 ㅋㅋ애초에 주인공 무리의 적은 자하드고 퍼그는 자하드와 대적하는 존재고 밤 자체도 슬레이어 후보인데 뭔 슬레이어들이 착해진다는 헛소릴하냐 ㅋㅋ,3,2021-07-16 03:10,hate,0.91
128,183559,468,oio34099099865,굳이 진영을 나눈다고치면 퍼그는 착한 진영이라고 멍청아 ㅋㅋ,3,2021-07-16 03:10,hate,0.93
129,183559,468,초코 쿠키,전쟁이 그렇게 쉽게 시작되면 탑은 이미 전쟁하고 있지..,3,2021-07-14 23:40,offensive,0.5
129,183559,468,초코 쿠키,글고 사실 선별위원이 랭커 사이에 껴서 저정도면 잘하고 있는거임,3,2021-07-14 23:40,clean,0.54
129,183559,468,초코 쿠키,하이랭커 자체가 선별위원이 볼 정도가 아닌데ㅋㅋㅋ군단장은 말할것도 없고,3,2021-07-14 23:40,hate,0.48
130,183559,468,채민,댓글 물타기 너무 심하네｡,12,2021-07-14 05:50,offensive,0.61
130,183559,468,채민,｡정주행하는 입장에서는 문제될 거 없어보이는데 무작정 빠르고 사이다인 전개보다 천천히 떡밥 전부 회수하면서 탄탄하게 스토리 이어가는 게 훨씬 낫다고 생각,12,2021-07-14 05:50,clean,0.72
131,183559,468,최배준,슬프다,1,2021-07-13 00:56,clean,0.65
132,183559,468,섭동이,쿤이 하진성 구하는데 큰 역할을 하겠네 저 보물 털었다고 명기된건 작중 AA뿐이니,2,2021-07-04 23:27,hate,0.63
133,183559,468,사냥꾼,거대 부유석안에는 몇화쯤 들어갈 수 있을까...,0,2021-06-28 15:28,clean,0.55
134,183559,468,여기는자리야자리야,야마가 야스라차한테 털린다고 밸붕이라하는분이 있는데 애초에 상성 자체도 극도로 불리하고 군단장을 ㅈ으로 보시는데 웬만해선 군단장은 100위권 이내에 드는 최상위 하이랭커에요,3,2021-06-28 10:30,offensive,0.56
134,183559,468,여기는자리야자리야,자하드의 필승카드라 불리는 이유가 있겠죠,3,2021-06-28 10:30,clean,0.74
134,183559,468,여기는자리야자리야,근데 야마가 아무리 1세대 슬레이어에도 비견될만한 힘을 갖고있다고 해도 야마가 이기는게 더 밸붕 아닐까요,3,2021-06-28 10:30,offensive,0.72
135,183559,468,bzmobis54,작가님 건강 안좋으신가요는 ㄹㅇ ㅋㅋㅋㅋ....,23,2021-06-27 14:34,offensive,0.61
135,183559,468,bzmobis54,웃음밖에 안나온다,23,2021-06-27 14:34,offensive,0.72
135,183559,468,bzmobis54,10년 연재한 작가님한테 할말이 참...,23,2021-06-27 14:34,offensive,0.71
136,183559,468,쿵식이쾅식이,독백 처리가 너무 어색하다,15,2021-06-25 15:13,offensive,0.73
136,183559,468,쿵식이쾅식이,아무도 안보는데 혼잣말을 아주 길고 거창하게 하는 모습이 참 부자연스러움...,15,2021-06-25 15:13,offensive,0.65
137,183559,468,캄벨트,나는 지금 누군가의 10년간의 기록을 3일만에 조지고있는데 나야뭐 그냥 보는거니까 별 느낌 없다만 일주일 기다렸다가 보는애들은 답답할수있다고 본다,18,2021-06-24 20:44,hate,0.72
138,183559,468,용뎅이,자극적인 걸 원한다는 거지 마스체니마냥 시뻘건 거에 환장한다는 거지,10,2021-06-24 19:33,hate,0.93
139,183559,468,AtapeL,8557,0,2021-06-24 09:40,clean,0.68
140,183559,468,seh,여기 왜캐 무서웡ㅠ,1,2021-06-24 09:34,offensive,0.57
141,183559,468,rlar****,역시 돈맛보니까 스토리 개 ㅈ으로가버리기,-11,2021-06-24 02:11,hate,0.95
142,183559,468,나세윤,밤,1,2021-06-21 21:02,clean,0.55
143,183559,468,오오오잇,↓↓엑스트라 과하게 많긴함 ㅇㅈ,5,2021-06-20 22:54,offensive,0.72
144,183559,468,용,처음 정주행 하는건데 엑스트라가 너무 많긴함,11,2021-06-18 23:56,offensive,0.65
144,183559,468,용,더군다나 밤 주변 인물들이 죽지도 않음,11,2021-06-18 23:56,hate,0.78
144,183559,468,용,2부때 아크랩터나 프린스 같은 쩌리 죽었을때 처럼 여파가 있긴하겠지만 점점 엑스트라가 많아 지니까 벨붕 소리가 안날 수가 없는거임,11,2021-06-18 23:56,offensive,0.69
144,183559,468,용,스케일 키우지만 말고 크게 한번 싸워서 밤 주변 쩌리들이나 엑스트라 싹 정리하고 가는게 맞다고 봄,11,2021-06-18 23:56,offensive,0.64
145,183559,468,Realman,에반켈 야마 등 폭주할땐 개쩐다던 사람들이 전투끝나니까 싸울랑말랑한다고 아쉬운소리쳐하네ㅋㅋ드래곤볼마냥 적 만나는순간 죽일때까지 싸워야 속이 시원하냐?,6,2021-06-18 07:39,hate,0.92
146,183559,468,강남으루,왜 창고에 관한 말이 없지?,0,2021-06-18 07:14,offensive,0.64
146,183559,468,강남으루,옛날에 쿤이 자기 아버지 창고 털어서 시험참가 한건데 하진성을 그 창고에 가둔다고 하고.,0,2021-06-18 07:14,offensive,0.52
147,183559,468,ehdg****,"배댓 추천 저만큼 받은거보면 공감하는 사람도 많은건데 지들이랑 의견 다르다고 잼민이네,제대로 웹툰 안봤네",-1,2021-06-17 20:28,hate,0.68
147,183559,468,ehdg****,억지 프레임 씌우네ㅋㅋ,-1,2021-06-17 20:28,offensive,0.64
148,183559,468,허수,캐붕 - 팩트(유한성 1부의 잔인한 성격이랑 너무 다름..,6,2021-06-15 23:53,offensive,0.58
148,183559,468,허수,지금은 성격이 데이터랑 똑같다.,6,2021-06-15 23:53,offensive,0.59
148,183559,468,허수,그거 말고도 그냥 캐릭터의 성격들이 점점 비슷해지는게 보임)밸붕 - 팩트(야마 군단급 세력이라면서 고양이한테 근접전마저 털림,6,2021-06-15 23:53,offensive,0.67
148,183559,468,허수,카라카는 하이랭커인데 왠 듣보 랭커 박살 못냄) 분량 - 억까(이 정도면 아직 풍부한 편임,6,2021-06-15 23:53,offensive,0.67
148,183559,468,허수,오히려 기존이 정말 많았던거..),6,2021-06-15 23:53,clean,0.68
149,183559,468,파랑새,야스라챠 ㅋㅋㅋ 하이랭커가 존나 구질구질하네 ㅋㅋㅋㅋㅋ,-1,2021-06-13 03:59,hate,0.93
1,183559,599,하쿰,작가가 니들 호구냐 꼬우면 안보면 될껄 밸런스니 뭐니 꼬우면 니들이 신의탑 1화부터 써봐,0,5일 전,hate,0.81
2,183559,599,mah,아브토가 밤에 대해 말한 것을 좋은 영어 번역으로 알려줄 수 있는 분 있나요?,0,2025-01-30 05:48,offensive,0.53
3,183559,599,woon****,엔도르시 뿔 진짜;; 그림좀 제대로 쳐그려라,0,2025-01-11 21:53,hate,0.92
4,183559,599,샤인온미,이거 정답이 V 였네.,-1,2024-11-11 01:27,offensive,0.53
4,183559,599,샤인온미,오늘 유료분 보니까.,-1,2024-11-11 01:27,clean,0.68
5,183559,599,식사의정석,떡밥 댓글보고 다시 보러옴,0,2024-09-09 02:01,offensive,0.63
6,183559,599,12eon,루슬렉 나왔을때 있었던 베대처럼 원래 v의 몸을 루슬렉이 사용?,0,2024-08-31 22:05,clean,0.63
6,183559,599,12eon,하는게 맞는것같다...,0,2024-08-31 22:05,offensive,0.46
6,183559,599,12eon,눈이 밤의랑 똑닮았는데!!,0,2024-08-31 22:05,offensive,0.45
7,183559,599,shwl****,작게 그리라고 엔도르시 젖은 크게 그려도 좋아,-1,2024-08-14 17:26,offensive,0.58
8,183559,599,홍화랑,구스트앙이 구해줄거야...!(,0,2024-08-08 18:45,clean,0.69
8,183559,599,홍화랑,?),0,2024-08-08 18:45,clean,0.46
9,183559,599,뀨,스토리랑 작화중에 하나라도 예전 신의탑으로 돌아왔으면 좋겠다ㅠㅠ,1,2024-08-04 03:14,clean,0.6
10,183559,599,kkang0411,여기 댓글들은 다 김전일 코난일세~,0,2024-08-04 00:19,offensive,0.64
11,183559,599,Ln,애들 의상이 왤케 뒤죽박죽이냐; 실제 현대 패션 입힐거면 제대로 입히든가 애매한 컨셉 복장에다가 실제 패션 템 섞으니까 진짜 개별로네 그냥 하나만해 의상 항상 개 구림,0,2024-07-30 04:55,hate,0.87
11,183559,599,Ln,진짜,0,2024-07-30 04:55,clean,0.59
12,183559,599,인연,다시보니 신기하네 ㅋㅋㅋㅋ,3,2024-07-07 23:42,clean,0.73
13,183559,599,김,빠른 템포에 자극적인 웹툰들이 주를 이루다보니 신의탑이 그런 흐름에 휩쓸려다니는 것 같아서 많이 아쉬움.,8,2024-06-11 18:23,offensive,0.58
13,183559,599,김,지금은 뭔가 이도저도 아닌 느낌이 되어버림,8,2024-06-11 18:23,offensive,0.62
13,183559,599,김,"일주일마다 연재하고 반응이 즉각적인 웹툰 특성 때문에 어려운 건 알지만, 그래도 신의탑 만의 속도와 스타일로 연재했으면 좋겠음.",8,2024-06-11 18:23,clean,0.72
13,183559,599,김,판타지 웹툰이 웹툰 시장 흐름에 맞추면 나중에 봤을 때 작품성도 떨어진다고 생각함.,8,2024-06-11 18:23,offensive,0.65
